0,1,Time
0.0,0.0,0
0.0,0.0,1
0.0,0.0,2
0.0,0.0,3
0.0,0.0,4
0.0,0.0,5
0.0,0.0,6
0.0,0.0,7
0.0,0.0,8
0.0,0.0,9
0.0,0.0,10
0.0,0.0,11
0.0,0.0,12
0.0,0.0,13
0.0,0.0,14
0.0,0.0,15
0.0,0.0,16
0.0,0.0,17
0.0,0.0,18
0.0,0.0,19
0.0,0.0,20
0.0,0.0,21
0.0,0.0,22
0.0,0.0,23
0.0,0.0,24
10000.0,10000.0,25
10000.0,10000.0,26
10000.0,10000.0,27
10000.0,10000.0,28
10000.0,10000.0,29
10000.0,10000.0,30
10000.0,10000.0,31
10000.0,10000.0,32
10000.0,10000.0,33
10000.0,10000.0,34
10000.0,10000.0,35
10000.0,10000.0,36
10000.0,10000.0,37
10000.0,10000.0,38
10000.0,10000.0,39
10000.0,10000.0,40
10000.0,10000.0,41
10000.0,10000.0,42
10000.0,10000.0,43
10000.0,10000.0,44
10000.0,10000.0,45
10000.0,10000.0,46
10000.0,10000.0,47
10000.0,10000.0,48
10000.0,10000.0,49
10000.0,10000.0,50
10000.0,10000.0,51
10000.0,10000.0,52
10000.0,10000.0,53
10000.0,10000.0,54
10000.0,10000.0,55
10000.0,10000.0,56
10000.0,10000.0,57
10000.0,10000.0,58
10000.0,10000.0,59
10000.0,10000.0,60
10000.0,10000.0,61
10000.0,10000.0,62
10000.0,10000.0,63
10000.0,10000.0,64
10000.0,10000.0,65
10000.0,10000.0,66
10000.0,10000.0,67
10000.0,10000.0,68
10000.0,10000.0,69
10000.0,10000.0,70
10000.0,10000.0,71
10000.0,10000.0,72
10000.0,10000.0,73
10000.0,10000.0,74
10000.0,10000.0,75
10000.0,10000.0,76
10000.0,10000.0,77
10000.0,10000.0,78
10000.0,10000.0,79
10000.0,10000.0,80
10000.0,10000.0,81
10000.0,10000.0,82
10000.0,10000.0,83
10000.0,10000.0,84
10000.0,10000.0,85
10000.0,10000.0,86
10000.0,10000.0,87
10000.0,10000.0,88
10000.0,10000.0,89
10000.0,10000.0,90
10000.0,10000.0,91
10000.0,10000.0,92
10000.0,10000.0,93
10000.0,10000.0,94
10000.0,10000.0,95
10000.0,10000.0,96
10000.0,10000.0,97
10000.0,10000.0,98
10000.0,10000.0,99
10000.0,10000.0,100
10000.0,10000.0,101
10000.0,10000.0,102
10000.0,10000.0,103
10000.0,10000.0,104
10000.0,10000.0,105
10000.0,10000.0,106
10000.0,10000.0,107
10000.0,10000.0,108
10000.0,10000.0,109
10000.0,10000.0,110
10000.0,10000.0,111
10000.0,10000.0,112
10000.0,10000.0,113
10000.0,10000.0,114
10000.0,10000.0,115
10000.0,10000.0,116
10000.0,10000.0,117
10000.0,10000.0,118
10000.0,10000.0,119
